book_name;book_author
SE EU FOSSE MUITO ALTO ;ANTÓNIO MOTA
SE EU FOSSE...;RICHARD ZIMLER
SE EU FOSSE… NACIONALIDADES;FRANCISCO JOSÉ VIEGAS
SE O MUNDO INTEIRO FOSSE FEITO DE MEMÓRIAS;JOSEPH COELHO
SE OS BICHOS SE VESTISSEM COMO GENTE ;LUÍSA DUCLA SOARES
SE TU VISSE O QUE EU VI;ANTÓNIO MOTA
SE TU VISSES O QUE EU VI;ANTÓNIO MOTA
SEA, A RAPARIGA QUE CAIU DO CÉU ;SEA3PO
SÉC. XII- NASCE UMA NAÇÃO;ANA OOM
SÉC. XX- VIVA A REPÚBLICA! ;ANA OOM
SEGREDOS DE PRINCESAS;WALT DISNEY
SEIS HISTÓRIAS ÀS AVESSAS;LUÍSA DUCLA SOARES
SELEÇÃO DE CONTOS PARA A INFÂNCIA;GUERRA JUNQUEIRO
SEMPRE DO TEU LADO;MARIA TERESA MAIA GONZALEZ
SENHOR DESPACHADO;ROGER HARGREAVES
SENHOR MALCRIADO;ROGER HARGREAVES
SENHORA DESASTRADA;ROGER HARGREAVES
SENTIMENTO;CARL NORAC
SENTIMENTOS (DENTRO DO MEU CORAÇÃO E NA MINHA CABEÇA);LIBBY WALDEN
SER PEQUENO NA CIDADE;SYDNEY SMITH
SER PEQUENO NA CIDADE ;SYDNEY SMITH
SEXTA-FEIRA OU A VIDA SELVAGEM;MICHEL TOURNIER
SHERLOCK, LUPIN & EU- O TRIO DA DAMA NEGRA;IRENE ADLER
SHREK O TERCEIRO- O ÁLBUM DO FILME ;DREAMWORKS
SID;JEZ ALBOROUGH
SID CIÊNCIA- O CÉREBRO CONTROLA TUDO;DANIELA SILVA
SILENCIA;NINA DA LUA
SILKA;ILSE LOSA
SIMPLESMENTE CHARLI;CHARLI D`AMELIO
SINFONIA DE SONHO;CONCEIÇÃO BEIRÃO CARVALHO
SININHO;WALT DISNEY
SIR GAWAIN E O CAVALEIRO VERDE ;ANÓNIMO
SMURFS- A ALDEIA PERDIDA;STACIA DEUTSCH
SNOOPY E OS AMIGOS - A GRANDE CAMINHADA;CHARLES M. SCHULZ
SNOOPY SABE TUDO SOBRE A NATUREZA;CHARLES M. SCHULZ
SOBE E DESCE;OLIVER JEFFERS
SOCORRO, ESTAMOS NO LIVRO ERRADO!;RICHARD BYRNE
SOFIA A PRINCESA- O PALÁCIO FLUTUANTE;CATHERINE HAPKA
SOFIA NO MUNDO DAS COISAS PERDIDAS;SÉRGIO MENDES
SOMOS AMIGOS?;ANABEL FERNÁNDEZ REY
SOMOS TODOS DIFERENTES ;EMMA DAMON
SONHO DE NEVE;ERIC CARLE
SONHO OU REALIDADE?;CATARINA RAMALHEIRA
SONHOS NA PALMA DA MÃO;LUÍSA DUCLA SOARES
SONINHO E SONECA;GILL DAVIES
SOPA DE NADA;DARABUC
SOPHIA,A MENINA DA TERRA E DO MAR;ADÉLIA CARVALHO E CARLOS NOGUEIRA
SORRI, MIMI!;LAURA OWEN
SORRISO DE ESTRELA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
SOU O MAIOR;LUCY COUSINS
SOU UMA BAILARINA;VÁRIOS
SOU UMA BORBOLETA!;DAPHNE VAN WINKEL
SOZINHO EM CASA;JOHN HUGHES
SR. PIVETE;DAVID WALLIAMS
STELLA- FADA DA FLORESTA;MARIE-LOUISE GAY
STRIKER FORCE 7;CRISTIANO RONALDO
SUPER HERÓIS DA HISTÓRIA DE PORTUGAL ;ARTUR CORREIA E ANTÓNIO GOMES DE ALMEIDA
SUPER PATO SALVA A CIDADE;YOYO STUDIOS
SUPERESTRELAS DO FUTEBOL- RONALDO;SIMON MUGFORD
SUPER-HERÓIS;MARVEL
TABUAR, TABUAR, NÃO HÁ QUE ERRAR;JOÃO PEDRO MÉSSEDER
TAL COMO TU!;GUIDO VAN GENECHTEN 
TALVEZ UM CÃO;ISABEL PEIXEIRO
TARTE DE MAMUTE;JEANNE WILLIS
TARZAN;WALT DISNEY
TARZAN ;WALT DISNEY
TEATRO ÀS 3 PANCADAS;ANTÓNIO TORRADO
TEATRO ÀS TRÊS PANCADAS;ANTÓNIO TORRADO
TELMA O UNICÓRNIO;AARON BLABEY
TENHO A LUA NO MEU BOLSO;ALICE CARDOSO
TEO PANTUFA;ANA LUISA PAIS
TEO PANTUFA - O MISTÉRIO DA ENCOMENDA ESQUECIDA;ANA LUÍSA PAIS
TESOURO PERDIDO... TESOURO RECUPERADO;FRANCLIM PEREIRA NETO
THE BOY, THE MOLE, THE FOX AND THE HORSE;CHARLIE MACKESY
THE CLASSIC PORSCHE ;MIKE MCCARTHY
THE INCREDIBLES;WALT DISNEY
THE INCREDIBLES- OS SUPER-HERÓIS ;WALT DISNEY
THE VERY HUNGRY CATERPILLAR;ERIC CARLE
TIAGO E OS MONSTROS- A CHEGADA DO SR. FLAT!;JAUME COPONS
TIAGO E OS PRIMOS ESPANTAM OS MORCEGOS;RUI LAGE
TIAGO ESTRELA;MARIA DO CARMO RODRIGUES
TIMMY FIASCO- SEMPRE A METER ÁGUA;STEPHAN PASTIS
TIMÓTEO;MARCO TAYLOR
TINTIN - O CASO GIRASSOL;HERGÉ
TINTIN - O CEPTRO DE OTTOKAR;HERGÉ
TINTIN - O LÓTUS AZUL;HERGÉ
TINTIN - VOO 714 PARA SIDNEY;HERGÉ
TINTIN- A ILHA NEGRA;HERGÉ
TINTIN E A ALPH-ART;HERGÉ
TINTIN NO PAÍS DO OURO NEGRO;HERGÉ
TINTIN- O CASO GIRASSOL;HERGÉ
TINTIN- O CETRO DE OTTOKAR;HERGÉ
TINTIN- O SEGREDO DO LICORNE;HERGÉ
TINTIN- O TESOURO DE RACKHAM, O TERRIVEL;HERGÉ
TIO LOBO;XOSÉ BALLESTEROS
TIO PATINHAS DE FÉRIAS COM 80 EUROS;WALT DISNEY
TITA, A ZEBRA QUE NÃO QUERIA TER RISCAS ;CLEMENTINA ALMEIDA
TIXA A PRESIDENTE!;LUÍSA ANTUNES PAOLINELLI ET AL
TLIM-TLIM A FADAZINHA DO CARNAVAL;DAISY MEADOWS
TODOS DE PIJAMA;MUNDOS DE VIDA
TODOS NO SOFÁ;LUÍSA DUCLA SOARES
TODOS TEMOS ASAS, MAS APENAS OS VOLUNTÁRIOS SABEM VOAR;SÓNIA FERNANDES
TOM & JERRY - A GRANDE AVENTURA NO CIRCO ;WARNER BROS
TOM & JERRY - O MEU LIVRO SONORO;VÁRIOS
TOM & JERRY - PIRATAS À VISTA!;WARNER BROS
TOM & JERRY - VIZINHOS DO BARULHO!;VÁRIOS
TOM & JERRY- LIVRO GIGANTE COM QUEBRA-CABEÇAS;WARNER BROS
TOM THUMB;IRMÃOS GRIMM
TONY CHU, DETECTIVE CANIBAL- FOME DE VENCER;JOHN LAYMAN ET AL
TOTÓ- É UM CASO PERDIDO;FRANCK GIRARD
TOY STORY;WALT DISNEY
TOY STORY 2;WALT DISNEY
TRAPALHADAS NA ESCOLA- CONCURSO DE TALENTOS;JASON PLATT
TRAVA-LÍNGUAS;LUÍSA COSTA GOMES
TRAVA-LÍNGUAS;LUÍSA DUCLA SOARES
TRAVA-LÍNGUAS E ADIVINHAS COLORIDOS;TIAGO SALGUEIRO
TRÊS COM TANGO;JUSTIN RICHARDSON ET AL
TRÊS CONTOS DE ANDERSEN;HANS CHRISTIAN ANDERSEN
TRÊS HISTORIAS DE AMOR;ÁLVARO MAGALHÃES
TRÊS HISTÓRIAS DO FUTURO   ;LUÍSA DUCLA SOARES
TRÊS TRISTES TIGRES (TRAVA-LÍNGUAS, PIADAS E ADIVINHAS);LUÍSA DUCLA SOARES
TRINCAS- À PROCURA DO MONSTRO ;EMMA YARLETT 
TRINCAS- O GUIA DOS DINOSSAUROS;EMMA YARLETT
TRINCAS- O MONSTRO DOS LIVROS;EMMA YARLETT
TRINTA POR UMA LINHA;ANTÓNIO TORRADO
TROCAS E BALDROCAS;ROBERTO CASTRO
TROLLS TOUR MUNDIAL;DAVID LEWMAN
TU CONSEGUES!;JENNIFER MOORE-MALLINOS
TU CONSEGUES, NODDY;ENID BYTON
TU E EU E TODOS;MARCOS FARINA
TU É QUE ÉS O PAI NATAL?;NORBERT LANDA
TUBARÃO DENTADINHA;FRANCISCO ALEGRE DUARTE
TUBARÕES;DENISE RYAN
TUDO AO CONTRÁRIO;ANTÓNIO MOTA
TUDO AO CONTRÁRIO!;LUÍSA DUCLA SOARES
TUDO COMEÇOU AQUI! ;CLIVE GIFFORD
TUDO O QUE DEVES SABER;JOHN FARNDON
TUDO SOBRE O COMPUTADOR E A INTERNET;ANDREAS WILHELM
TUDO SOBRE OS DINOSSAUROS;PATRÍCIA MENNEM
TUDO SOBRE PORTUGAL;MARIA RIBEIRO DA FONSECA
TUQUI CONSTRÓI UMA CASA;M.C. SUIGNE
TURBILHÃO DE EMOÇÕES;MARIA AUGUSTA SILVA NEVES
TURMA DA MÔNICA- FÁBULAS INESQUECÍVEIS;MAURÍCIO DE SOUSA
TURMA DA MÓNICA- LER, COLORIR E BRINCAR;VÁRIOS
ULISSES;MARIA ALBERTA MENÉRES
ULISSES;MARIA ALBERTA MENÉRES 
UM ABRAÇO;EOIN MCLAUGHLIN
UM AMIGO;LEIF KRISTIANSSON
UM AMIGO;LEIF KRISTIANSSON 
UM AVENTURA NA MINA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UM BOCADINHO DE INVERNO;PAUL STEWART
UM CAPUCHINHO VERMELHO;MARJOLAINE LERAY
UM CHÁ NÃO TOMA UM XÁ…;SÉRGIO GUIMARÃES DE SOUSA
UM CHEIRNHO DE CANELA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UM DIA ...;ALISON MCGHEE E PETER REYNOLDS
UM DIA ESPECIAL;M. CHRISTINA BUTLER
UM DIA ESPECIAL COM O MEU PAPÁ!;GUIDO VAN GENECHTEN 
UM DIA NA LIVRARIA ;VÁRIOS
UM FIM-DE-SEMANA INFERNAL;GERONIMO STILTON
UM GATO TEM 7 VIDAS;LUÍSA DUCLA SOARES
UM GOLO DE OURO;NUNO MAGALHÃES GUEDES
UM LIVRO;HERVÉ TULLET
UM LOBO CULTO;BECKY BLOOM
UM MENINO BATEU-ME À PORTA;MANUELA CASTRO NEVES
UM MENINO DIFERENTE;MARIA JOÃO LOPO DE CARVALHO
UM MENINO E UM URSO EM UM BARCO ;DAVE SHELTON
UM MINUTO PARA A MEIA-NOITE;JOE CARROT
UM NATAL ESPECIAL;JUDI ABBOT
UM NATAL REAL;LISA ANN MARSOLI
UM PAÍS À ESPERA DE NASCER;PAULA CARDOSO ALMEIDA
UM PANDA MUITO SÓ;JONNY LAMBERT
UM PASSARINHO PARA OS ESPECIALISTAS;REGINA BIZZI
UM PRESENTE DIFERENTE;MARTA AZCONA
UM PRESENTE PARA O PAI NATAL;DAVID WOOD
UM RAPAZ INVULGAR;DON BROWN
UM SEGREDO DO BOSQUE;JAVIER SOBRINO 
UM SONHO DE NATAL;ANTÓNIO MOTA
UM SONHO DE PRESENTE;MARIA TERESA MAIA GONZALEZ
UM SOPRO DE AMIZADE;RITA SOBRAL
UM SUSTO DE COLABORADORA;GERONIMO STILTON
UM TESOURO DE CONTOS DE FADAS;VÁRIOS
UM URSO CHAMADO PADDINGTON;MICHAEL BOND
UM VERDADEIRO CAVALHEIRO NUNCA DÁ PUNS!;GERONIMO STILTON
UM VERDADEIRO CORAÇÃO;JOÃO PEDRO CONDESSO ET AL
UMA ADOLESCENTE À BEIRA DE UM ATAQUE DE NERVOS ;MAFALDA CREATIVE
UMA AMIZADE DE PESO ;WALT DISNEY
UMA AVENTURA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA - UM PRESENTE PARA O JOÃO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA COM O PAI NATAL;MIGUEL MONTENEGRO
UMA AVENTURA DEBAIXO DA TERRA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM CONIMBRIGA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM ESPANHA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM FRANÇA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM FRANÇA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM LISBOA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM LISBOA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM NOITE DE TEMPESTADE;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA EM PORTUGAL- NA ROTA DE VASCO DA GAMA;GERONIMO STILTON
UMA AVENTURA EM VIAGEM;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA ENTRE DOURO E MINHO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA FANTÁSTICA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA MUSICAL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA AMAZÓNIA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA BIBLIOTECA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA CASA ASSOMBRADA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA CASA ASSOMBRADA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA CIDADE;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA CIDADE ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA ESCOLA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA ESCOLA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA FALÉSIA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA FALÉSIA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA ILHA DESERTA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA MINA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA MINA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA NOITE DAS BRUXAS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA PRAIA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA QUINTA DAS LÁGRIMAS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA SELVA NEGRA;GERONIMO STILTON
UMA AVENTURA NA SERRA DA ESTRELA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA SERRA DA ESTRELA ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA TELEVISÃO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NA TERRA DOS DIREITOS;PAULA GUIMARÃES
UMA AVENTURA NA TERRA E NO MAR;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NAS FÉRIAS DA PÁSCOA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NAS FÉRIAS DE NATAL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NAS FÉRIAS DO NATAL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NAS FÉRIAS DO NATAL ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NAS ILHAS DE CABO VERDE;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NAS ILHAS DE CABO VERDE;ANA MARIA MAGALHÃES, ISABEL ALÇADA E ARLINDO FAGUNDES
UMA AVENTURA NO ALGARVE;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO BOSQUE;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO BOSQUE ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO CAMINHO DO JAVALI;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO CARNAVAL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO CASTELO DE GUIMARÃES;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO CASTELO DO VENTO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO CASTELO DOS TRÊS TESOUROS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO DESERTO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO EGITO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO ESTÁDIO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO ESTÁDIO ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO FUNDO DO MAR;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO INVERNO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO LABIRINTO MISTERIOSO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO NATAL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO PALÁCIO DA PENA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO PALÁCIO DAS JANELAS VERDES;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO PORTO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO PULO DO LOBO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO RIBATEJO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO SUPERMERCADO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO SUPERMERCADO ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NO VERÃO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA NOS AÇORES;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA PELUDA;R. L. STINE
UMA AVENTURA PERIGOSA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA AVENTURA SECRETA;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA BALEIA NO QUARTO;JOÃO MIGUEL TAVARES
UMA BIBLIOTECA É UMA CASA ONDE CABE TODA A GENTE;MAFALDA MILHÕES
UMA BOLADA NO VIDRO;NUNO MAGALHÃES GUEDES
UMA CADELA AMARELA E VÁRIOS AMIGOS DELA;MANUELA CASTRO NEVES
UMA CASA NA LUA;CRISTINA TAQUELIM
UMA CEGONHA EM APUROS;MARGARIDA FONSECA SANTOS
UMA COLEÇÃO DE HISTÓRIAS PARA RAPARIGAS;VÁRIOS
UMA CORRIDA DE CARROS;WALT DISNEY
UMA CORRIDA DE VASSOURAS;NICHA ALVIM
UMA DONINHA PREOCUPADA;CIARA GAVIN
UMA ESTRANHA CARAVANA ;GERONIMO STILTON
UMA FLOR CHAMADA MARIA;ALVES REDOL
UMA GOTA DE ÁGUA, UMA GOTA DE ÓLEO;ALUNOS DO JI, 1.º, 2.º E 3.º CICLO DO PROGRAMA ECO-ESCOLAS
UMA GRANDE FAMÍLIA;ELISENDA ROCA
UMA HISTÓRIA DE DEDOS;LUÍSA DUCLA SOARES
UMA ILHA DE SONHO ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA INCRÍVEL FAMÍLIA ;GERONIMO STILTON
UMA LIÇÃO DE AMOR;CARMEN GARCIA
UMA LIÇÃO VINDA DO MAR;CARMEN GARCIA
UMA MAGIA SMURFÁSTICA;PEYO
UMA MÃO CHEIA;PEDRO SEROMENHO
UMA MÃO CHEIA DE NADA E OUTRA DE COISA NENHUMA;IRENE LISBOA
UMA MISSÃO SECRETA EM LONDRES;GERONIMO STILTON
UMA MISTERIOSA CARTA DE AMOR;TEA STILTON
UMA NOITE CAIU UMA ESTRELA;DAVID MACHADO
UMA ONDA DE ESTRELAS;DOLORES BROWN
UMA PRENDA DE NATAL;M. CHRISTINA BUTLER
UMA PRINCESA DO PIOR;ANNA KEMP
UMA QUESTÃO DE AZUL-ESCURO;MARGARIDA FONSECA SANTOS
UMA VACA DE ESTIMAÇÃO;LUÍSA DUCLA SOARES
UMA VEZ NASCEU UM MENINO;DAMIÁN CAÑAS TORREGROSA
UMA VIAGEM AO TEMPO DOS CASTELOS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA VIDA DE INSECTO;WALT DISNEY
UMA VIDA DE PAPEL;JOSÉ JORGE LETRIA
UMA VISITA À CORTE DO REI D. DINIS;ANA MARIA MAGALHÃES E ISABEL ALÇADA
UMA VISITA AO CONTRÁRIO ;JORGE BRANQUINHO
UNS ÓCULOS PARA A RITA;LUÍSA DUCLA SOARES
UP. ALTAMENTE!;WALT DISNEY
URSINHO E OS SEUS AMIGOS;CLAIRE LAURY
URSINHO POOH CONSTRÓI UMA CASA;A. A. MILNE
V DE VASCO;CATHERINE RAMBERT
VAIANA;WALT DISNEY
VALÉRIA E A VIDA;SIDÓNIO MURALHA
VAMOS AJUDAR A TERRA  ;BART DAVIS ET AL
VAMOS CONTAR UM SEGREDO... E OUTRA HISTÓRIA;ANTÓNIO TORRADO
VAMOS DE AVIAO;ANE CIVARDI
VAMOS DESCOBRIR O OCEANO- MERGULHA CADA VEZ MAIS FUNDO NO MAR!;TIMOTHY KNAPMAN
VAMOS FALAR DE DRAGÕES...;KATHRYN CAVE
VAMOS FAZER AMIGOS;ADAM RELF
VAMOS NADAR BALTAZAR!;NICK WARD
VAMOS VISITAR O AVÔ;HIAWYN ORAM
VAMPIROS OU NEM POR ISSO;ÁLVARO MAGALHÃES
VAMPIROS OU NEM POR ISSO ;ÁLVARO MAGALHÃES
VAMPIROS OU NEM POR ISSO  (CRÓNICAS DO VAMPIRO VALENTIM, LIVRO 1);ÁLVARO MAGALHÃES
VAMPIROS OU NEM POR ISSO (CRÓNICAS DO VAMPIRO VALENTIM, LIVRO 1);ÁLVARO MAGALHÃES ET AL
VARJAK;S. F. SAID
VÊ SE ADIVINHAS 2;VÁRIOS
VEDRA E KRIMON, AS FERAS GÉMEAS DE VANTIA ;ADAM BLADE
VELOCIDADE DOS CAMPEÕES ;WALT DISNEY
VEM AÍ O ZÉ DAS MOSCAS;ANTÓNIO TORRADO
VEM AÍ O ZÉ DAS MOSCAS;ANTÓNIO TORRADO, MARIA ALBERTA MENÉRES
VENCER A TIMIDEZ;NÚRIA ROCA
VERMELHO DE RAIVA;ROVIO
VERMELHO DE RAIVA;SARAH STEPHENS
VERSOS DE CACARACÁ;ANTÓNIO MANUEL COUTO VIANA
VERSOS DE CARACACÁ;ANTÓNIO MANUEL COUTO VIANA
VERSOS DE FAZER Ó-Ó;JOSÉ JORGE LETRIA
VIAGEM AO CENTRO DA TERRA;JÚLIO VERNE
VIAGEM DE ENCANTAR PARA O PLANETA SALVAR;JÚLIO BORGES
VIAGEM NO TEMPO - ENCONTRO IMEDIATO COM O T_REX;GERONIMO STILTON
VIAGEM PARA A AMIZADE;SUSANA FÉLIX
VIC E O AMBIENTE;CARLOS LETRA
VIDA DOS ANIMAIS - GIRAFA;FRANCOISE BOBE
VIDAS DE GATO;RUI GRÁCIO
VINTE FÁBULAS DE LA FONTAINE ;JOSÉ JORGE LETRIA
VIOLETTA- O MEU DIÁRIO - 3 ANOS JUNTOS;WALT DISNEY
VIR AO MUNDO;EMMA GIULIANI
VITINHO- É A DORMIR QUE SE CRESCE!;JOSÉ MARIA PIMENTEL
VITINHO- PERIGO! ZONA DE ACIDENTES!;JOSÉ MARIA PIMENTEL
VITÓRIA, CONTA-ME UMA HISTÓRIA;GORETTI PINA
VIVA A NATUREZA! O VENTO;ISABEL THOMAS
VOU AMAR-TE PARA SEMPRE;OWEN HART
VOU CONTAR-TE UM SEGREDO;CÁSSIA MONTEIRO
VOU TER UM IRMÃO;CHRISTIAN HEINRICH
WALL.E;HENRIK HOHLE HANSEN
WALL.E;WALT DISNEY
WINNIE THE POOH;WALT DISNEY
WINNIE THE POOH- O MUNDO DA CORUJA;WALT DISNEY
WINX CLUB - AVENTURA NO OCEANO INFINITO;IGINIO STRAFFI
WUANT- O INÍCIO;PAULO BORGES
X DE XAVIER;MARIA JOÃO TEIXEIRA MORENO
X-MEN;MARVEL
YAC! NÃO É UM MONSTRO!;ANGELA MCALLISTER
YNARI - A MENINA DAS CINCO TRANÇAS ;ONDJAKI
YNARI, A MENINA DAS CINCO TRANÇAS;ONDJAKI
YOCO E O TESOURO DO FARAÓ;SHELLY PERLMAN E SAR PERLMAN
YUKI, O ROBÔ COM CORAÇÃO- OS SUPERPODERES DA AMIZADE;MAFALDA LOBO
ZAK STORM- MORLOCK O IMPARÁVEL;VÁRIOS
ZÉ MARIA CATATUA;JORGE COURELA
ZÉ MARIA CATATUA - O HERÓI CAPICUA;JORGE COURELA
"ZÉ PIMPÃO, O ""ACELERA"" ";JOSÉ JORGE LETRIA
ZECA AFONSO- O ANDARILHO DA VOZ DE OURO;JOSÉ JORGE LETRIA
ZECA E OS NÚMEROS;WENDY BODY
ZOG;JULIA DONALDSON
ZOG;JULIA DONALDSON E AXEL SCHEFFLER
ZOOTRÓPOLIS;WALT DISNEY
